job_link,jobTitle,jobCityOrRemote,jobState,jobZip,remoteJob,bottomRangeSalary,topRangeSalary,compensationPeriod,salaryInfoAvailable,jobRequirements,degreeRequired,pythonRequired,sqlRequired,gisRequired,visualizationBasedJob,seniorPosition,analystPosition,companyOrHiringEntity,companyLocation,linkToCompanyJobs,linkToOtherSimilarJobs,salaryReferenceLink,companyRatingNumber,mat href 4,companyLocation 2
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DUjneWDXt5hrPJu4WGni2wApPMgeVCcrmurhYOfeq0yEL2I2rUyCeCnGN1JDZnn3XXpslPJXEWierYpFycnVcx-POLfGxdNUiFh-iptfC8E_iXXCPj_Cj0caUItPVtWa2zfe5a_zAR7A5Eo0N3nFUdM6c8R55_FMw2I9ot3D7G7MbMYuForp-gV8PtEQ11DoFTu_1ghb3csiNhnewczM6B30mxrJGsJ3SLQLaxdTbgGYmMtIwSsWbFV661bSuGqzigK-vQBxqsMEf6IyBPVn_I3_lbLH0wnQb7KfoRY2vSvqiX2E6N54QPZgGs6sTTxZf4Q5K4TvmZi2d7K6yR138mJ3A4NbhBIZ0EG59j0S4Vm0WNEYJAl6GTvEzqhBBu2eo69D034tR3WxvRvK8EKukvGutWj9fIvAStMz30Af3kMDExFr8QPt9mJc1AiarVtZxoQEqfB6EGxxdpK3pfVAHWyy28SeGf62pBkQb98ld4G_-v6F_1ZVf4bXeBn_-_nXhiTJpnyamGEI4bN_GjEpjUU4Jo7qp--g3B7A7J3ojFhVxrjK2J2EyTcxP88FVD7vGvZoTkk24BaF4gGczmsvKzvZgGhQ_2dGXSB9G_zG77wXnSPRC4WHcIxqUWZxcHJnEVO876xZgq2vJqjpwlVbXl6OoFCzVqm__dXb8WW9q2Aghe0UblNYL-DddEMdS_E-0TIQt02oyon53bYLk-wjAJdf4bPotfpzOMTkXpNLCt1zo2mBBH2wwdZ_kegByOp2xVbw9C9SArrYcykZAal8sgvw5xuAktWI_mfBUZTusApaQTOjxo-TGCqjAihUHaw1s7pIMr1ZwODfyczsSRJx4yc6qudX4E5msOoOenedlUaTm02K8VOpM-lv8MBtzMPbU7NLibg1knyfPJzH-f3PwwcWxDe9XvomN79KLw5TQSQq9X1yQlfmRt5oIY0wdIew3xAzxf72f2MqDJnzcNntifKNvpSbU9vB2ZLctBc_N4aoVXFLlwibJqV1vyqZLTZ4jRDNcWWJ7ALZyiwUJ_fOsY61R3XcRmEFvHXUZUyAoU2SLddmn0MJdb9rP6TrWSSWAxSqSuTh4SghyQjrFSTbTZjSBR7XNduqZ5Y4hZgXvG7-uva0ldRYN_aN9G0ngqMRkiBYGdCmNpxPgZ6uLud9LE_bJvtCF88VTXJeamyRos8vYiMFKRmKpq&p=1&fvj=0&vjs=3,Sr. Marketing Analyst (Remote),Glendale,AZ,85308,Unknown or No,"$110,000 ","$129,000 ",Yearly,Salary Info Available,Assesses and manages up-stream source  change impacts on Marketing  environment.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,,,,,,3.3,,Remote
https://www.indeed.com/rc/clk?jk=503aad8a3c07e184&fccid=74869e36bf8410c1&vjs=3,"Sr. Data Scientist, Marketing & Product Analytics",New York State,,,Unknown or No,,,,No Salary Info Available,Partner with Product managers on  driven discovery and feature development.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Rhino , New York State,https://www.indeed.com/q-Rhino-l-New-York-State-jobs.html,https://www.indeed.com/l-New-York-State-jobs.html,https://www.indeed.com/career/senior-data-scientist/salaries/NY?campaignid=serp-more&fromjk=503aad8a3c07e184&from=serp-more,,,Remote
https://www.indeed.com/rc/clk?jk=8a14bcd42045c9f1&fccid=fd81e6e5b3b5441b&vjs=3,Senior Product Analyst,Ohio,,,Unknown or No,,,,No Salary Info Available,Work closely with the product and   teams to implement product changes.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,YES,Upstart , Ohio,https://www.indeed.com/q-Upstart-l-Ohio-jobs.html,https://www.indeed.com/l-Ohio-jobs.html,https://www.indeed.com/career/senior-product-analyst/salaries/OH?campaignid=serp-more&fromjk=8a14bcd42045c9f1&from=serp-more,3.5,,Remote
https://www.indeed.com/rc/clk?jk=d831f42e7beb6d13&fccid=de71a49b535e21cb&vjs=3,Watson Health - Research Analyst/Senior Research Analyst,Research Triangle Park,NC,27709,Unknown or No,"$85,000 ","$178,000 ",Yearly,Salary Info Available,"Provide key support with reviewing published literature and conducting data/information abstraction research to identify, collect, and summarize  for…",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,YES,IBM ," Research Triangle Park, NC","https://www.indeed.com/q-IBM-l-Research-Triangle-Park,-NC-jobs.html","https://www.indeed.com/l-Research-Triangle-Park,-NC-jobs.html",https://www.indeed.com/career/research-analyst/salaries/27709--NC?campaignid=serp-more&fromjk=d831f42e7beb6d13&from=serp-more,3.9,https://www.indeed.com/cmp/IBM/faq,
https://www.indeed.com/rc/clk?jk=65b67a74af97b47d&fccid=fe2d21eef233e94a&vjs=3,Head of Sustainability Data and Analytics,Seattle,WA,,Unknown or No,,,,No Salary Info Available,"7+ years’ experience working in  analytics,  , or related field.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Amazon.com Services LLC ," Seattle, WA","https://www.indeed.com/jobs?q=Amazon+Com+Services+LLC&l=Seattle,+WA&nc=jasx","https://www.indeed.com/l-Seattle,-WA-jobs.html","https://www.indeed.com/career/salaries/Head%20of%20Data/Seattle,%20WA?campaignid=serp-more&fromjk=65b67a74af97b47d&from=serp-more",3.5,https://www.indeed.com/cmp/Amazon.com/faq,
https://www.indeed.com/rc/clk?jk=15604480a6f96500&fccid=d6ef41e202aa2c0b&vjs=3,Staff Product Scientist - Experimentation Platform,Remote,,,Yes,"$164,000 ","$239,000 ",Yearly,Salary Info Available,"Experience in  collection, aggregation, analysis, visualization, and monitoring of   products.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,Unknown or No,Indeed , Remote,https://www.indeed.com/q-Indeed-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/staff-scientist/salaries?campaignid=serp-more&fromjk=15604480a6f96500&from=serp-more,4.3,https://www.indeed.com/cmp/Indeed/faq,
https://www.indeed.com/rc/clk?jk=d8f261cd441fdf1d&fccid=fe2d21eef233e94a&vjs=3,Sr. Manager of Data and Analytics,Austin,TX,,Unknown or No,,,,No Salary Info Available,"7+ years’ experience working in  analytics,  , or related field.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Amazon.com Services LLC ," Austin, TX","https://www.indeed.com/jobs?q=Amazon+Com+Services+LLC&l=Austin,+TX&nc=jasx","https://www.indeed.com/l-Austin,-TX-jobs.html",https://www.indeed.com/career/analytics-manager/salaries/Austin--TX?campaignid=serp-more&fromjk=d8f261cd441fdf1d&from=serp-more,3.5,https://www.indeed.com/cmp/Amazon.com/faq,
https://www.indeed.com/rc/clk?jk=b866183af63dd873&fccid=88eab84b819c38e8&vjs=3,Product Manager - Data Insights,Remote,,,Yes,,,,No Salary Info Available,Past experience working as a  scientist or within a   group.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Cloudbeds , Remote,https://www.indeed.com/q-Cloudbeds-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/product-manager/salaries?campaignid=serp-more&fromjk=b866183af63dd873&from=serp-more,,,
https://www.indeed.com/rc/clk?jk=8e9e80d84e735f61&fccid=4163ab3516afff56&vjs=3,Principal-Advanced Analytics,El Segundo,CA,,Unknown or No,"$115,600 ","$231,100 ",Yearly,Salary Info Available,"Excellent at aggregating and synthesizing  in information into insights, utilizing analysis and  visualization to tell a  story.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,Unknown or No,DIRECTV ," El Segundo, CA","https://www.indeed.com/q-DirecTV-l-El-Segundo,-CA-jobs.html","https://www.indeed.com/l-El-Segundo,-CA-jobs.html",https://www.indeed.com/career/principal/salaries/El-Segundo--CA?campaignid=serp-more&fromjk=8e9e80d84e735f61&from=serp-more,3.7,https://www.indeed.com/cmp/DirecTV/faq,Remote
https://www.indeed.com/rc/clk?jk=c9421aadfff457dc&fccid=fe2d21eef233e94a&vjs=3,Business Intelligence Engineering Manager,Westborough,MA,1581,Unknown or No,,,,No Salary Info Available,"10+ years of experience in areas such as  analytics,  ,  modeling, and statistical analysis and modeling.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Amazon.com Services LLC ," Westborough, MA","https://www.indeed.com/jobs?q=Amazon+Com+Services+LLC&l=Westborough,+MA&nc=jasx","https://www.indeed.com/l-Westborough,-MA-jobs.html",https://www.indeed.com/career/business-intelligence-developer/salaries/Westborough--MA?campaignid=serp-more&fromjk=c9421aadfff457dc&from=serp-more,3.5,https://www.indeed.com/cmp/Amazon.com/faq,
https://www.indeed.com/rc/clk?jk=18f0f5152f323973&fccid=b15d4f7fc1113a87&vjs=3,Data Science and Analytics Lead,Denver,CO,,Unknown or No,"$135,000 ","$175,000 ",Yearly,Salary Info Available,Define our   and analytics processes;,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Gtmhub ," Denver, CO","https://www.indeed.com/q-Gtmhub-l-Denver,-CO-jobs.html","https://www.indeed.com/l-Denver,-CO-jobs.html",https://www.indeed.com/career/data-scientist/salaries/Denver--CO?campaignid=serp-more&fromjk=18f0f5152f323973&from=serp-more,,,Remote
https://www.indeed.com/rc/clk?jk=a32552428d9afede&fccid=fe2d21eef233e94a&vjs=3,Business Analyst,Atlanta,GA,,Unknown or No,,,,No Salary Info Available,3+ years experience in  science/analytics.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Amazon.com Services LLC ," Atlanta, GA","https://www.indeed.com/jobs?q=Amazon+Com+Services+LLC&l=Atlanta,+GA&nc=jasx","https://www.indeed.com/l-Atlanta,-GA-jobs.html",https://www.indeed.com/career/business-analyst/salaries/Atlanta--GA?campaignid=serp-more&fromjk=a32552428d9afede&from=serp-more,3.5,https://www.indeed.com/cmp/Amazon.com/faq,
https://www.indeed.com/rc/clk?jk=b6e5476187e8902d&fccid=28dd3b780624bbf1&vjs=3,"Senior Product Manager, Data Engineering",Remote,,,Yes,,,,No Salary Info Available,"Experience partnering with  engineering, analytics and   teams.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,Eventbrite , Remote,https://www.indeed.com/q-Eventbrite-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/senior-product-engineer/salaries?campaignid=serp-more&fromjk=b6e5476187e8902d&from=serp-more,4.1,https://www.indeed.com/cmp/Eventbrite/faq,
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLb4zraSluSxsjaPlFJGg1TxjjdhYgbirrjpumKLnQt70FIC6-NJAQDVB-ILTC9qAzj0QTyRi6PQ0LxZS2HI_llqY740sG7_iR8jYQeoXgzRCUQNWsHeTxDjW787wEt-9Tud1azf0WIKb60Jp6EBpcxI3rBqLnmZU29iUDmC9N7DoB30MY7GhqWWndTTg0oYduRwMRh8qEDa2U4zyA0FHyyxc17I86RlTZzuCbIfFVIUbP8_QmAcDw0UZ4aQ2oOQgnyZ_BDS74HjzxBMZ424wWIrJPZt7Oh2rkWwRD0m23yl3_RQn7hRZ8wRalEbs_pZmnuPzkd6V3mVxITRA4Zm7glIUB3Y409zJCiOnDC6N64h-ClmFwmjxDAx_OQWoM7xnkLMS4XGQI1rlCktZAHEwmm1pk0zhazv7Ti0iYBqRYC2gbw2CEyzGPKbP2wd8RWQo77ceFqzml5U-11tai4ExUi1DhxLJroBh9zgo1jPGUgCIffNmFBdF0vVxSffXlotP-7CF1klkRGxFGD3B7Vkuj72M9pJmPJTcwjPwGp46pMdqBjeUPWgXjJg24BGTccflOKNGwa3WZX69DEGSCVeqMl0t-eOClPs0WBMgkSXQoidgpaRoWEQnmnQ3OuiWE3mB0Jhg8jeTub5V3fepSvLnP77&p=14&fvj=0&vjs=3,"Lead Data Scientist, Product Analytics",Remote,,,Yes,"$165,000 ","$195,000 ",Yearly,Salary Info Available,Proficient in using SQL to extract  from  warehouses & prepare  for complex analyses.,Unknown or No,Unknown or No,YES,Unknown or No,Unknown or No,Unknown or No,Unknown or No,,,,,,4.6,,
https://www.indeed.com/rc/clk?jk=466b3a3e1616cf05&fccid=4640437a3109c91f&vjs=3,Data Scientist - New York,New York,NY,,Unknown or No,,,,No Salary Info Available,Experience using enterprise   tools.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Dataiku ," New York, NY","https://www.indeed.com/q-Dataiku-l-New-York,-NY-jobs.html","https://www.indeed.com/l-New-York,-NY-jobs.html",https://www.indeed.com/career/data-scientist/salaries/New-York--NY?campaignid=serp-more&fromjk=466b3a3e1616cf05&from=serp-more,,,
https://www.indeed.com/rc/clk?jk=2ddc56ce82e86811&fccid=5f1f0e6dcc6cbc83&vjs=3,Lead Data Scientist (Remote),Boston,MA,2210,Unknown or No,,,,No Salary Info Available,"Skilled in obtaining  from multiple, disparate  sources including structured, semi-structured and unstructured data.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Humana ," Boston, MA","https://www.indeed.com/q-Humana-l-Boston,-MA-jobs.html","https://www.indeed.com/l-Boston,-MA-jobs.html",https://www.indeed.com/career/lead-data-scientist/salaries/02210--MA?campaignid=serp-more&fromjk=2ddc56ce82e86811&from=serp-more,3.7,https://www.indeed.com/cmp/Humana/faq,Remote
https://www.indeed.com/rc/clk?jk=2ac93ecaf4959858&fccid=df984a91cd546eaa&vjs=3,Director of Data Science and Business Intelligence,Cambridge,MA,2139,Unknown or No,,,,No Salary Info Available,7-10+ years of hands-on experience and knowledge of classic and modern ML and   tools and techniques.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Superpedestrian ," Cambridge, MA","https://www.indeed.com/q-Superpedestrian-l-Cambridge,-MA-jobs.html","https://www.indeed.com/l-Cambridge,-MA-jobs.html",https://www.indeed.com/career/director-of-data-science/salaries/Cambridge--MA?campaignid=serp-more&fromjk=2ac93ecaf4959858&from=serp-more,3.3,https://www.indeed.com/cmp/Superpedestrian/faq,Remote
https://www.indeed.com/rc/clk?jk=4b3d8771db00f43c&fccid=43014b1412e0a7b6&vjs=3,Head of Core Product Analytics and Data Science,San Francisco,CA,94103,Unknown or No,,,,No Salary Info Available,Scientific methods to solve real-world problems on web-scale data.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Pinterest ," San Francisco, CA","https://www.indeed.com/q-Pinterest-l-San-Francisco,-CA-jobs.html","https://www.indeed.com/l-San-Francisco,-CA-jobs.html",https://www.indeed.com/career/data-scientist/salaries/San-Francisco--CA?campaignid=serp-more&fromjk=4b3d8771db00f43c&from=serp-more,4.2,https://www.indeed.com/cmp/Pinterest/faq,
https://www.indeed.com/rc/clk?jk=12abe8e1f9573828&fccid=fe2d21eef233e94a&vjs=3,Sr. Robotics Business Intelligence Engineer,Westborough,MA,1581,Unknown or No,,,,No Salary Info Available,"6+ years of relevant experience in areas such as  analytics,  ,  modeling, and statistical analysis and modeling.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Amazon.com Services LLC ," Westborough, MA","https://www.indeed.com/jobs?q=Amazon+Com+Services+LLC&l=Westborough,+MA&nc=jasx","https://www.indeed.com/l-Westborough,-MA-jobs.html","https://www.indeed.com/career/salaries/Robotics%20Engineer/Westborough,%20MA?campaignid=serp-more&fromjk=12abe8e1f9573828&from=serp-more",3.5,https://www.indeed.com/cmp/Amazon.com/faq,
https://www.indeed.com/rc/clk?jk=eb392c69f30fd8f3&fccid=9e215d88a6b33622&vjs=3,Strategy & Analytics AI and Data Strategy Manager,Atlanta,GA,30303,Unknown or No,,,,No Salary Info Available,Advanced degree (MBA or   preferred).,YES,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Deloitte ," Atlanta, GA","https://www.indeed.com/q-Deloitte-l-Atlanta,-GA-jobs.html","https://www.indeed.com/l-Atlanta,-GA-jobs.html",https://www.indeed.com/career/strategy-manager/salaries/Atlanta--GA?campaignid=serp-more&fromjk=eb392c69f30fd8f3&from=serp-more,4.0,https://www.indeed.com/cmp/Deloitte/faq,
https://www.indeed.com/rc/clk?jk=69abd5bb1217fc89&fccid=2fdfd060fabdfb04&vjs=3,Health Business Analyst – Network Performance Analytics,Jacksonville,FL,,Unknown or No,,,,No Salary Info Available,Familiarity with  warehouse concepts and practices.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Florida Blue ," Jacksonville, FL","https://www.indeed.com/q-Florida-Blue-l-Jacksonville,-FL-jobs.html","https://www.indeed.com/l-Jacksonville,-FL-jobs.html",https://www.indeed.com/career/business-analyst/salaries/Jacksonville--FL?campaignid=serp-more&fromjk=69abd5bb1217fc89&from=serp-more,4.0,https://www.indeed.com/cmp/Florida-Blue-(blue-Cross-and-Blue-Shield-of-Florida)/faq,Remote
https://www.indeed.com/rc/clk?jk=43604444251361a5&fccid=25b5166547bbf543&vjs=3,Senior Data Scientist,New York,NY,,Unknown or No,,,,No Salary Info Available,Create support materials to describe  and methodologies.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,AT&T ," New York, NY","https://www.indeed.com/q-AT&T-l-New-York,-NY-jobs.html","https://www.indeed.com/l-New-York,-NY-jobs.html",https://www.indeed.com/career/senior-data-scientist/salaries/New-York--NY?campaignid=serp-more&fromjk=43604444251361a5&from=serp-more,3.7,https://www.indeed.com/cmp/AT&T/faq,
https://www.indeed.com/company/Transfix.io/jobs/Data-Scientist-883452ea616123cc?fccid=618a6233646e98be&vjs=3,Data Scientist (Remote),Remote,,,Yes,,,,No Salary Info Available,"Partner with the larger  team on data-driven analysis, key insights, and reports on KPIs.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Transfix.io , Remote,https://www.indeed.com/q-Transfix-Io-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-scientist/salaries?campaignid=serp-more&fromjk=883452ea616123cc&from=serp-more,3.3,https://www.indeed.com/cmp/Transfix.io/faq,
https://www.indeed.com/company/MeridianLink/jobs/Senior-Data-Scientist-4bfc7e5eeb843cc1?fccid=4d9f2f5d89f22011&vjs=3,Sr. Data Scientist,Remote,,,Yes,,,,No Salary Info Available,Experience in using Credit Bureau  and alternative  sources;,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,MeridianLink , Remote,https://www.indeed.com/q-Meridianlink-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/senior-data-scientist/salaries?campaignid=serp-more&fromjk=4bfc7e5eeb843cc1&from=serp-more,3.7,https://www.indeed.com/cmp/Meridianlink/faq,
https://www.indeed.com/rc/clk?jk=a3d575b6205bb441&fccid=1639254ea84748b5&vjs=3,"Data Engineer, Analytics (Generalist)",Remote,,,Yes,,,,No Salary Info Available,"Collaborate with engineers, product managers, and  scientists to understand  needs, representing key  insights visually in a meaningful way.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Facebook , Remote,https://www.indeed.com/q-Facebook-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-engineer/salaries?campaignid=serp-more&fromjk=a3d575b6205bb441&from=serp-more,4.1,https://www.indeed.com/cmp/Facebook/faq,
https://www.indeed.com/rc/clk?jk=ab4a87d3562d0ee9&fccid=f2ab4689def17626&vjs=3,"Senior Data Scientist, Machine Learning",California,,,Unknown or No,,,,No Salary Info Available,"Apply state-of-the-art machine learning techniques to provide a deeper understanding of product, users, and communities.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,Discord , California,https://www.indeed.com/q-Discord-l-California-jobs.html,https://www.indeed.com/l-California-jobs.html,https://www.indeed.com/career/senior-data-scientist/salaries/CA?campaignid=serp-more&fromjk=ab4a87d3562d0ee9&from=serp-more,4.3,,Remote
https://www.indeed.com/rc/clk?jk=1ecf58435d52ca3e&fccid=dd09fe3b43125016&vjs=3,Strategic Business Operations & Analytics Advisor (APEX Divi...,Hopkinton,MA,,Unknown or No,,,,No Salary Info Available,"Bachelor’s Degree in management, marketing,  , or a quantitative field.",YES,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Dell Technologies ," Hopkinton, MA","https://www.indeed.com/q-Dell-Technologies-l-Hopkinton,-MA-jobs.html","https://www.indeed.com/l-Hopkinton,-MA-jobs.html",https://www.indeed.com/career/business-advisor/salaries/Hopkinton--MA?campaignid=serp-more&fromjk=1ecf58435d52ca3e&from=serp-more,4.0,https://www.indeed.com/cmp/Dell-Technologies/faq,Remote
https://www.indeed.com/rc/clk?jk=9a4fc814bc49d9f1&fccid=614604a6208fa23b&vjs=3,Data Engineer I,Hartford,CT,6101,Unknown or No,,,,No Salary Info Available,"Incorporate core  management competencies including  governance,  security and  quality.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,"The Travelers Companies,c. "," Hartford, CT","https://www.indeed.com/jobs?q=The+Travelers+Companies,+Inc&l=Hartford,+CT&nc=jasx","https://www.indeed.com/l-Hartford,-CT-jobs.html",https://www.indeed.com/career/data-engineer/salaries/06101--CT?campaignid=serp-more&fromjk=9a4fc814bc49d9f1&from=serp-more,3.7,https://www.indeed.com/cmp/Travelers-1/faq,Remote
https://www.indeed.com/rc/clk?jk=ea441cd8e007bea1&fccid=285def9eed767e8e&vjs=3,Master Data Analyst/Sr. Master Data Analyst,United States,,,Unknown or No,,,,No Salary Info Available,Perform  cleansing for accuracy and  alignment across the enterprise.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Raytheon Missiles & Defense , United States,https://www.indeed.com/q-Raytheon-Missiles-&-Defense-l-United-States-jobs.html,https://www.indeed.com/l-United-States-jobs.html,https://www.indeed.com/career/data-analyst/salaries?campaignid=serp-more&fromjk=ea441cd8e007bea1&from=serp-more,3.8,https://www.indeed.com/cmp/Raytheon-Missiles-&-Defense/faq,
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9PxVD3LKEdooFJkbO_btSMI4M3WzYTHJabubeBgYACXJpfAF2IyaDWVaW88i-eY9NC_bZKq8YV06-bVSRul7LuyyTauZMM-JFGyfAtuQco_9oa9emB9fYip-wzQfEHC6_edw-Eh7Qsh9Zs8t4aMZOVlp-v85JhW5L6kMCGV2o0-J6PGbhWJjYKY8dNxhlQt-SI6gIXqSpqsk6Gy3pEQkbeRtu9kaVo7jj1qk7W0qXGL7RtNzpmNeN8GwKAX0GYlSsBEb2D-qYkmuKUqVYSvsXIICVnJga0nUWcCWyUaakQvDFEDsNyACXmZRgnHbfZp7cSFLmnPpTF17KlEUljC7RqsFqwuYtgZk1sXvEyAO2xjhiBTQTbPD9PWph12oyw44b1iGrDnoyQKz_9WPhQk9yNn3sgEAAxHaPsCag9aXck6b7xVfayy-jIrNqAeDHprQgBfEHyZ6f6SVLJ3b-wrtabRb_Q_UP8tFpImv-gRg_uiP52ue8cdtaxbb4PMCElJtn-NBVTiwnDgv5PFjpaiBUwj46XJoI2ODYb8C3D-4NJTKsldaDgfqNGATbgLZAp_YxW45cu6SEa8GXi1-VpXI1n05FwwVWRlSjoQ8B4S7ntdW4XLPEeucd0EYii-Yr-iQXScTFTPpm6xwbx073k3ZJqUdL9HxnmEWTpqQjeTlOFv4tlHIrTWinJ8-5pzlIbdg4XM9d6I-9DwkLYQuSnaQ6&p=0&fvj=0&vjs=3,Data Quality Manager,Norcross,GA,30003,Unknown or No,,,,No Salary Info Available,"You will create processes then mitigate and remediate  quality issues, working with  stewards and business user teams.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,,,,,,3.9,,
https://www.indeed.com/rc/clk?jk=8f0512ddceff6b48&fccid=462040d334392146&vjs=3,Practice Lead - Data Management & Analytics,Buffalo,NY,,Unknown or No,"$125,000 ","$150,000 ",Yearly,Salary Info Available,Integrate and use  architecture tools.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,"Tangata, LLC "," Buffalo, NY","https://www.indeed.com/jobs?q=Tangata,+LLC&l=Buffalo,+NY&nc=jasx","https://www.indeed.com/l-Buffalo,-NY-jobs.html",https://www.indeed.com/career/manager/salaries/Buffalo--NY?campaignid=serp-more&fromjk=8f0512ddceff6b48&from=serp-more,,,
https://www.indeed.com/rc/clk?jk=af598b078c95b958&fccid=2cd10564780b27e2&vjs=3,"Senior Data Analyst, People Data",Colorado,,,Unknown or No,,,,No Salary Info Available,"Analytically driven with experience manipulating large  sets in SQL or equivalent, and drawing actionable insights from data.",Unknown or No,Unknown or No,YES,Unknown or No,Unknown or No,YES,YES,Twilio , Colorado,https://www.indeed.com/q-Twilio-l-Colorado-jobs.html,https://www.indeed.com/l-Colorado-jobs.html,https://www.indeed.com/career/senior-data-analyst/salaries/CO?campaignid=serp-more&fromjk=af598b078c95b958&from=serp-more,3.7,https://www.indeed.com/cmp/Twilio/faq,Remote
https://www.indeed.com/rc/clk?jk=e7e0d3e38482d35e&fccid=ef63980be6005ec6&vjs=3,Skills Analyst - Data Science,Remote,,,Yes,,,,No Salary Info Available,Experience with  and analytics.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Coursera , Remote,https://www.indeed.com/q-Coursera-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-scientist/salaries?campaignid=serp-more&fromjk=e7e0d3e38482d35e&from=serp-more,4.3,https://www.indeed.com/cmp/Coursera/faq,
https://www.indeed.com/rc/clk?jk=0da727e14b9dac37&fccid=d945bab513bef0db&vjs=3,"Senior Analytics Engineer, Business Intelligence",Boulder,CO,,Unknown or No,,,,No Salary Info Available,Experience with   is a plus.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,HelloFresh ," Boulder, CO","https://www.indeed.com/q-Hellofresh-l-Boulder,-CO-jobs.html","https://www.indeed.com/l-Boulder,-CO-jobs.html","https://www.indeed.com/career/salaries/Senior%20Business%20Intelligence%20Analyst/Boulder,%20CO?campaignid=serp-more&fromjk=0da727e14b9dac37&from=serp-more",3.1,https://www.indeed.com/cmp/Hellofresh/faq,
https://www.indeed.com/rc/clk?jk=8a5cba149d243434&fccid=1639254ea84748b5&vjs=3,"Emerging Business Lead, Partnerships Science",Remote,,,Yes,,,,No Salary Info Available,SQL proficiency (2+ years of experience pulling  independently).,Unknown or No,Unknown or No,YES,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Facebook , Remote,https://www.indeed.com/q-Facebook-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/cmp/Facebook/faq,4.1,,
