job_link,jobTitle,jobCityOrRemote,jobState,jobZip,remoteJob,bottomRangeSalary,topRangeSalary,compensationPeriod,salaryInfoAvailable,jobRequirements,degreeRequired,pythonRequired,sqlRequired,gisRequired,visualizationBasedJob,seniorPosition,analystPosition,companyOrHiringEntity,companyLocation,linkToCompanyJobs,linkToOtherSimilarJobs,salaryReferenceLink,companyRatingNumber,mat href 4,companyLocation 2
https://www.indeed.com/rc/clk?jk=2cd00937873aff69&fccid=c734dc8b03fc4451&vjs=3,Sr. Decision Scientist,Colorado,,,Unknown or No,"$128,000 ","$192,000 ",Yearly,Salary Info Available,They must be adept at translating business use cases into functional requirements that clarify and simplify the activation of   methods and models…,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,VF Corporation , Colorado,https://www.indeed.com/jobs?q=Vf+Corporation&l=Colorado&nc=jasx,https://www.indeed.com/l-Colorado-jobs.html,https://www.indeed.com/career/senior-scientist/salaries/CO?campaignid=serp-more&fromjk=2cd00937873aff69&from=serp-more,3.8,https://www.indeed.com/cmp/Vf-Corporation/faq,Remote
https://www.indeed.com/rc/clk?jk=c487eaac6efe6540&fccid=1639254ea84748b5&vjs=3,"Data Scientist, Product",Remote,,,Yes,,,,No Salary Info Available,"Communication and influence: You won’t simply present , but tell data-driven stories.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Facebook , Remote,https://www.indeed.com/q-Facebook-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-scientist/salaries?campaignid=serp-more&fromjk=c487eaac6efe6540&from=serp-more,4.1,https://www.indeed.com/cmp/Facebook/faq,
https://www.indeed.com/company/BlueConduit/jobs/Data-Scientist-5bb4252accd720b1?fccid=62bec6a952a8f256&vjs=3,Data Scientist,Remote,,,Yes,"$75,000 ","$110,000 ",Yearly,Salary Info Available,Be passionate about   for social good and environmental justice.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,BlueConduit , Remote,https://www.indeed.com/q-Blueconduit-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-scientist/salaries?campaignid=serp-more&fromjk=5bb4252accd720b1&from=serp-more,,,
https://www.indeed.com/rc/clk?jk=c1222e869e5891ac&fccid=761110cb1eadb0d9&vjs=3,Senior Data Engineer,Remote,,,Yes,"$115,166 ","$184,000 ",Yearly,Salary Info Available,"Work closely with  analysts,  scientists, and other  consumers to optimize reports by defining business requirements and populating the data…",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,Paylocity , Remote,https://www.indeed.com/q-Paylocity-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-engineer/salaries?campaignid=serp-more&fromjk=c1222e869e5891ac&from=serp-more,3.6,https://www.indeed.com/cmp/Paylocity/faq,
https://www.indeed.com/rc/clk?jk=bd6115a76fe1ebcf&fccid=a5b4499d9e91a5c6&vjs=3,"Program Manager, Social Impact, Google Data Centers",Washington,DC,,Unknown or No,,,,No Salary Info Available,"Experience with computer ,  analytics, and/or   technologies.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Google ," Washington, DC","https://www.indeed.com/q-Google-l-Washington,-DC-jobs.html","https://www.indeed.com/l-Washington,-DC-jobs.html",https://www.indeed.com/career/program-manager/salaries/Washington--DC?campaignid=serp-more&fromjk=bd6115a76fe1ebcf&from=serp-more,4.3,https://www.indeed.com/cmp/Google/faq,
https://www.indeed.com/rc/clk?jk=e3b0efab828d68c9&fccid=d433de34b4c97af9&vjs=3,Data Scientist,Remote,,,Yes,"$50,000 ","$80,000 ",Yearly,Salary Info Available,Present information using  visualization techniques.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,Unknown or No,Audiohook , Remote,https://www.indeed.com/q-Audiohook-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-scientist/salaries?campaignid=serp-more&fromjk=e3b0efab828d68c9&from=serp-more,,,
https://www.indeed.com/rc/clk?jk=03eca4fb73a1160c&fccid=18f7dec1e8762c7c&vjs=3,Data Visualization Expert,Remote,,,Yes,,,,No Salary Info Available,"Hands-on experience in interactive graphics,  visualization,  mining, and  analysis.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,Unknown or No,Bizzell Group , Remote,https://www.indeed.com/q-Bizzell-Group-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/cmp/The-Bizzell-Group/faq,4.7,,
,,,,,Unknown or No,,,,No Salary Info Available,,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,,,,,,,,
https://www.indeed.com/rc/clk?jk=2f208ed81c8771a0&fccid=2bfe06fc096100f7&vjs=3,Data Analyst,Remote,,,Yes,,,,No Salary Info Available,The candidate should also be knowledgeable about  visualization.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,YES,Mount Airey Group , Remote,https://www.indeed.com/q-Mount-Airey-Group-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-analyst/salaries?campaignid=serp-more&fromjk=2f208ed81c8771a0&from=serp-more,4.5,,
https://www.indeed.com/rc/clk?jk=0241813fd56f5a4c&fccid=2f7563a9ec0a07ec&vjs=3,Data Scientist,Remote,,,Yes,"$109,000 ","$133,000 ",Yearly,Salary Info Available,"5+ years of related experience required, preferably in  analysis and preparation, including experience with very large  sets (requiring big-data…",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Nutrien Ltd. , Remote,https://www.indeed.com/jobs?q=Nutrien+Ltd&l=Remote&nc=jasx,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-scientist/salaries?campaignid=serp-more&fromjk=0241813fd56f5a4c&from=serp-more,3.3,https://www.indeed.com/cmp/Nutrien/faq,
https://www.indeed.com/rc/clk?jk=d9b4e5f64b4d3d3a&fccid=fb74c70e196043bc&vjs=3,Data Analyst,Pittsburgh,PA,15222,Unknown or No,,,,No Salary Info Available,"Bachelor's Degree, Masters Degree with some focus or concentration in statistic,  analysis,  science.",YES,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Argo AI ," Pittsburgh, PA","https://www.indeed.com/q-Argo-Ai-l-Pittsburgh,-PA-jobs.html","https://www.indeed.com/l-Pittsburgh,-PA-jobs.html",https://www.indeed.com/career/data-analyst/salaries/Pittsburgh--PA?campaignid=serp-more&fromjk=d9b4e5f64b4d3d3a&from=serp-more,3.3,https://www.indeed.com/cmp/Argo-Ai/faq,
https://www.indeed.com/rc/clk?jk=d2251fd339f3ca09&fccid=66403b30a2c0d89c&vjs=3,"Data Science and Engineering Manager, Studio Production",Los Angeles,CA,,Unknown or No,,,,No Salary Info Available,"You have been leading  , analytics and  engineering teams for 7+ years.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Netflix ," Los Angeles, CA","https://www.indeed.com/q-Netflix-l-Los-Angeles,-CA-jobs.html","https://www.indeed.com/l-Los-Angeles,-CA-jobs.html",https://www.indeed.com/career/data-scientist/salaries/Los-Angeles--CA?campaignid=serp-more&fromjk=d2251fd339f3ca09&from=serp-more,3.9,https://www.indeed.com/cmp/Netflix/faq,
https://www.indeed.com/rc/clk?jk=d6e8d76b55450932&fccid=66403b30a2c0d89c&vjs=3,"Manager, Infrastructure, Data Science and Engineering",Los Gatos,CA,,Unknown or No,,,,No Salary Info Available,"Partners closely with the  Platform and other  and engineering teams to build productivity tooling, maintain highly reusable  sources, and promote…",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Netflix ," Los Gatos, CA","https://www.indeed.com/q-Netflix-l-Los-Gatos,-CA-jobs.html","https://www.indeed.com/l-Los-Gatos,-CA-jobs.html",https://www.indeed.com/career/data-scientist/salaries/Los-Gatos--CA?campaignid=serp-more&fromjk=d6e8d76b55450932&from=serp-more,3.9,https://www.indeed.com/cmp/Netflix/faq,Remote
https://www.indeed.com/company/Blue-Cross-Blue-Shield-Association/jobs/Senior-Data-Analyst-e093464e88dbc881?fccid=5a821f35f5f47600&vjs=3,Senior Data Analyst (Healthcare),Chicago,IL,60601,Unknown or No,"$85,000 ","$100,000 ",Yearly,Salary Info Available,Performing analysis and synthesis of data.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,YES,Blue Cross Blue Shield Association ," Chicago, IL","https://www.indeed.com/q-Blue-Cross-Blue-Shield-Association-l-Chicago,-IL-jobs.html","https://www.indeed.com/l-Chicago,-IL-jobs.html",https://www.indeed.com/career/senior-data-analyst/salaries/60601--IL?campaignid=serp-more&fromjk=e093464e88dbc881&from=serp-more,3.9,https://www.indeed.com/cmp/Blue-Cross-Blue-Shield-Association/faq,Remote
https://www.indeed.com/rc/clk?jk=8af9adb1300dc614&fccid=f33adcecbae03a00&vjs=3,Business Analyst,Texas,,,Unknown or No,,,,No Salary Info Available,"Performs sophisticated  analytics (encompassing  mining, inferential statistical analysis, and predictive analytics, for example).",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,BD , Texas,https://www.indeed.com/q-Bd-l-Texas-jobs.html,https://www.indeed.com/l-Texas-jobs.html,https://www.indeed.com/career/business-analyst/salaries/TX?campaignid=serp-more&fromjk=8af9adb1300dc614&from=serp-more,3.8,https://www.indeed.com/cmp/Bd/faq,
https://www.indeed.com/rc/clk?jk=67d61725cd0ba5f1&fccid=6b7a1dfe07e7f037&vjs=3,Business Intelligence Developer,Remote,,,Yes,,,,No Salary Info Available,"Coordinates with system users to determine final objectives, desired reports, historical  to be preserved,  sources, etc.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,IQVIA , Remote,https://www.indeed.com/q-Iqvia-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/business-intelligence-developer/salaries?campaignid=serp-more&fromjk=67d61725cd0ba5f1&from=serp-more,3.8,https://www.indeed.com/cmp/Iqvia/faq,
https://www.indeed.com/company/Nousot/jobs/Data-Scientist-f3f3756e797112df?fccid=1dd31f56d0c05bb2&vjs=3,Data Scientist,Remote,,,Yes,"$120,000 ","$160,000 ",Yearly,Salary Info Available,"Brainstorm, test, and optimize machine learning and   solutions.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Nousot , Remote,https://www.indeed.com/q-Nousot-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-scientist/salaries?campaignid=serp-more&fromjk=f3f3756e797112df&from=serp-more,,,
https://www.indeed.com/rc/clk?jk=753f9f876fdd09e8&fccid=591be181c58fd89d&vjs=3,Sr Data Analyst – People Analytics,Des Moines,IA,50392,Unknown or No,,,,No Salary Info Available,"Investigate trends in , applying sound reasoning,  analysis and  visualization to inform decisions.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Unknown or No,YES,Principal Financial Group ," Des Moines, IA","https://www.indeed.com/q-Principal-Financial-Group-l-Des-Moines,-IA-jobs.html","https://www.indeed.com/l-Des-Moines,-IA-jobs.html",https://www.indeed.com/career/senior-data-analyst/salaries/50392--IA?campaignid=serp-more&fromjk=753f9f876fdd09e8&from=serp-more,3.9,https://www.indeed.com/cmp/Principal-Financial-Group/faq,Remote
https://www.indeed.com/rc/clk?jk=ee9ac39ffd79237f&fccid=39f2e9a6d91f040b&vjs=3,Data Analytics Consultant,Remote,,,Yes,,,,No Salary Info Available,Shaping and analyzing  sets to define recommendations.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Dynamictegrated Services , Remote,https://www.indeed.com/q-Dynamic-Integrated-Services-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/analytics-consultant/salaries?campaignid=serp-more&fromjk=ee9ac39ffd79237f&from=serp-more,,,
https://www.indeed.com/rc/clk?jk=f1b2e928c7388ba8&fccid=c8beb6c2e9bcf152&vjs=3,Sr. Data Analyst,Raleigh,NC,27603,Unknown or No,,,,No Salary Info Available,Passionate about  accuracy and representation.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Brooks Bell ," Raleigh, NC","https://www.indeed.com/q-Brooks-Bell-l-Raleigh,-NC-jobs.html","https://www.indeed.com/l-Raleigh,-NC-jobs.html",https://www.indeed.com/career/senior-data-analyst/salaries/27603--NC?campaignid=serp-more&fromjk=f1b2e928c7388ba8&from=serp-more,3.8,https://www.indeed.com/cmp/Brooks-Bell/faq,Remote
https://www.indeed.com/rc/clk?jk=7d047529d8c72d59&fccid=e32d933c26e873c8&vjs=3,"Counter-Fraud Analyst, Investigations and Risk Management Te...",Remote,,,Yes,,,,No Salary Info Available,We have dedicated engineering and   resources and access to any internal tool we need to carry out our mission.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,"Zoom Video Communications,c. ", Remote,"https://www.indeed.com/jobs?q=Zoom+Video+Communications,+Inc&l=Remote&nc=jasx",https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/fraud-investigator/salaries?campaignid=serp-more&fromjk=7d047529d8c72d59&from=serp-more,3.5,"https://www.indeed.com/cmp/Zoom-Video-Communications,-Inc./faq",
https://www.indeed.com/company/Invest-Detroit/jobs/Associate-Vice-President-2ebc22383e7b14c0?fccid=4204c99f39fa9aee&vjs=3,"Associate Vice President, Data & Technology",Detroit,MI,48243,Unknown or No,"$75,000 ","$95,000 ",Yearly,Salary Info Available,"Assist with the oversight of the organization’s  to help ensure integrity and accuracy, including validation, reconciliation and cleansing of  as needed…",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Invest Detroit ," Detroit, MI","https://www.indeed.com/q-Invest-Detroit-l-Detroit,-MI-jobs.html","https://www.indeed.com/l-Detroit,-MI-jobs.html",https://www.indeed.com/career/assistant-vice-president/salaries/48243--MI?campaignid=serp-more&fromjk=2ebc22383e7b14c0&from=serp-more,,,Temporarily Remote
https://www.indeed.com/company/Vantaca/jobs/Data-Scientist-71f731e49685162d?fccid=d043a2d8932ff6b4&vjs=3,Data Scientist,Wilmington,NC,28403,Unknown or No,,,,No Salary Info Available,"Build pipelines to ingest  from new sources, ensuring  is clean and accessible.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Vantaca ," Wilmington, NC","https://www.indeed.com/q-Vantaca-l-Wilmington,-NC-jobs.html","https://www.indeed.com/l-Wilmington,-NC-jobs.html","https://www.indeed.com/career/salaries/Data%20Scientist/Wilmington,%20NC?campaignid=serp-more&fromjk=71f731e49685162d&from=serp-more",,,Remote
https://www.indeed.com/rc/clk?jk=a057192a74f0947c&fccid=2394c9d5d73fdfc5&vjs=3,"Senior Analyst, Data Analytics and Visualization",Fulton,MD,20759,Unknown or No,,,,No Salary Info Available,"Through a deep understanding of pharmaceutical  domains, including EDC  and clinical operations , the incumbent will help medical monitors rapidly…",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,YES,BeiGene ," Fulton, MD","https://www.indeed.com/q-Beigene-l-Fulton,-MD-jobs.html","https://www.indeed.com/l-Fulton,-MD-jobs.html","https://www.indeed.com/career/salaries/Senior%20Data%20Analyst/Fulton,%20MD?campaignid=serp-more&fromjk=a057192a74f0947c&from=serp-more",,,Remote
"https://www.indeed.com/company/Dynamic-Placement-Services,-LLC/jobs/Senior-Marketing-Data-Analyst-5cdfe411ec371cb2?fccid=b4b5ef3a7571bb88&vjs=3",Senior Marketing Data Analyst (SQL/Tableau),Remote,,,Yes,"$160,000 ",,Yearly,Salary Info Available,The candidate will be part of a 10-person team and will provide insight to the organization’s leaders through large scale  analysis.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,YES,"Dynamic Placement Services, LLC ", Remote,"https://www.indeed.com/jobs?q=Dynamic+Placement+Services,+LLC&l=Remote&nc=jasx",https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/senior-data-analyst/salaries?campaignid=serp-more&fromjk=5cdfe411ec371cb2&from=serp-more,,,
https://www.indeed.com/rc/clk?jk=4f341b048b7c21a9&fccid=e011ae80ab17d844&vjs=3,Data Science Visualization Engineer (Remote),California,,,Unknown or No,,,,No Salary Info Available,Wurl is seeking a detail-oriented  scientist/engineer with strong analytical and communication skills to join and grow with our  analytics team.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,"Wurl,c ", California,"https://www.indeed.com/jobs?q=Wurl,+Inc&l=California&nc=jasx",https://www.indeed.com/l-California-jobs.html,https://www.indeed.com/career/data-scientist/salaries/CA?campaignid=serp-more&fromjk=4f341b048b7c21a9&from=serp-more,,,Remote
https://www.indeed.com/rc/clk?jk=70a70af8e1213134&fccid=1639254ea84748b5&vjs=3,Data Scientist - Instagram Promotion Enablement,Remote,,,Yes,,,,No Salary Info Available,"Lead projects across the company’s commerce and creator teams that drive understanding of the creator shopping ecosystem by partnering closely with engineering,…",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Facebook , Remote,https://www.indeed.com/q-Facebook-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-scientist/salaries?campaignid=serp-more&fromjk=70a70af8e1213134&from=serp-more,4.1,https://www.indeed.com/cmp/Facebook/faq,
https://www.indeed.com/rc/clk?jk=5a73125b724280db&fccid=fc68da685e8aa986&vjs=3,Data Engineer - 100% Remote,Remote,,,Yes,"$150,000 ","$160,000 ",Yearly,Salary Info Available,"Lead  platform migration and build new  platform, leveraging some of the market’s largest  integration technologies.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Piper Companies , Remote,https://www.indeed.com/q-Piper-Companies-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-engineer/salaries?campaignid=serp-more&fromjk=5a73125b724280db&from=serp-more,4.5,https://www.indeed.com/cmp/Piper-Companies/faq,
https://www.indeed.com/rc/clk?jk=57932c6586976d21&fccid=f0595ebb13247329&vjs=3,Director of Geospatial Data Science,New York,NY,,Unknown or No,,,,No Salary Info Available,Strong attention to detail and  quality checks.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,New York Lifesurance Co ," New York, NY","https://www.indeed.com/jobs?q=New+York+Life+Insurance+Co&l=New+York,+NY&nc=jasx","https://www.indeed.com/l-New-York,-NY-jobs.html",https://www.indeed.com/career/director-of-data-science/salaries/New-York--NY?campaignid=serp-more&fromjk=57932c6586976d21&from=serp-more,3.7,https://www.indeed.com/cmp/New-York-Life/faq,
https://www.indeed.com/rc/clk?jk=ea443b0eafd1c48b&fccid=ea5b2d609693baee&vjs=3,Data Scientist (Remote),Texas,,,Unknown or No,,,,No Salary Info Available,Preferred- 3+ years of experience working in a   role.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Bon Secours Mercy Health , Texas,https://www.indeed.com/q-Bon-Secours-Mercy-Health-l-Texas-jobs.html,https://www.indeed.com/l-Texas-jobs.html,https://www.indeed.com/career/data-scientist/salaries/TX?campaignid=serp-more&fromjk=ea443b0eafd1c48b&from=serp-more,3.3,https://www.indeed.com/cmp/Bon-Secours-Mercy-Health/faq,Remote
https://www.indeed.com/rc/clk?jk=1a8d427f109d7bf0&fccid=f89deb5a97c7738a&vjs=3,Senior Business Analyst,Lehi,UT,84043,Unknown or No,,,,No Salary Info Available,3+ Years of relevant experience in Business Intelligence or   sector.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,YES,Adobe ," Lehi, UT","https://www.indeed.com/q-Adobe-l-Lehi,-UT-jobs.html","https://www.indeed.com/l-Lehi,-UT-jobs.html",https://www.indeed.com/career/senior-business-analyst/salaries/Lehi--UT?campaignid=serp-more&fromjk=1a8d427f109d7bf0&from=serp-more,4.3,https://www.indeed.com/cmp/Adobe/faq,
https://www.indeed.com/rc/clk?jk=40d2404e049853d6&fccid=fdb210f6a49b1c13&vjs=3,Dir Data Engineering,Seattle,WA,,Unknown or No,,,,No Salary Info Available,"This individual primarily will be responsible for building and owning the Subscription  product portfolio to help support Subscription Reporting, Analytics,…",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,WarnerMedia ," Seattle, WA","https://www.indeed.com/q-Warnermedia-l-Seattle,-WA-jobs.html","https://www.indeed.com/l-Seattle,-WA-jobs.html",https://www.indeed.com/career/data-engineer/salaries/Seattle--WA?campaignid=serp-more&fromjk=40d2404e049853d6&from=serp-more,3.8,https://www.indeed.com/cmp/Warnermedia/faq,
https://www.indeed.com/rc/clk?jk=5ba0db2559b0151a&fccid=a24a53d9dfe79240&vjs=3,Data Scientist,Remote,,,Yes,,,,No Salary Info Available,"Lead  education (data manipulation, database, code sharing) among the product development teammates.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Trek Bicycle , Remote,https://www.indeed.com/q-Trek-Bicycle-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-scientist/salaries?campaignid=serp-more&fromjk=5ba0db2559b0151a&from=serp-more,3.4,https://www.indeed.com/cmp/Trek-Bicycle/faq,
https://www.indeed.com/rc/clk?jk=b8d18441d24fffd4&fccid=2da0dedf6df97194&vjs=3,Data Scientist,Cincinnati,OH,45201,Unknown or No,,,,No Salary Info Available,"Mine terabytes of , derive actionable insights, and then translate those insights into business improving actions.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Procter & Gamble ," Cincinnati, OH","https://www.indeed.com/q-Procter-&-Gamble-l-Cincinnati,-OH-jobs.html","https://www.indeed.com/l-Cincinnati,-OH-jobs.html",https://www.indeed.com/career/data-scientist/salaries/45201--OH?campaignid=serp-more&fromjk=b8d18441d24fffd4&from=serp-more,4.1,https://www.indeed.com/cmp/Procter-&-Gamble/faq,
https://www.indeed.com/rc/clk?jk=54908357b080be7d&fccid=5f1f0e6dcc6cbc83&vjs=3,Lead Business Intelligence - Data Governance,Louisville,KY,40202,Unknown or No,,,,No Salary Info Available,"ESS Business Intelligence is an Enterprise Shared Services team focused on , reporting and   supporting Humana’s Service Operations.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Humana ," Louisville, KY","https://www.indeed.com/q-Humana-l-Louisville,-KY-jobs.html","https://www.indeed.com/l-Louisville,-KY-jobs.html",https://www.indeed.com/career/business-intelligence-analyst/salaries/40202--KY?campaignid=serp-more&fromjk=54908357b080be7d&from=serp-more,3.7,https://www.indeed.com/cmp/Humana/faq,
https://www.indeed.com/rc/clk?jk=8444faeae9884471&fccid=a6301cb024d59bfc&vjs=3,Director Data Engineering (Fully Remote Position),Remote,,,Yes,,,,No Salary Info Available,In-depth knowledge of  architecture and  management in a life  environment.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,CorEvitas , Remote,https://www.indeed.com/q-Corevitas-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-engineer/salaries?campaignid=serp-more&fromjk=8444faeae9884471&from=serp-more,,https://www.indeed.com/cmp/Corevitas/faq,
https://www.indeed.com/rc/clk?jk=86313561ff0cbd20&fccid=5f1f0e6dcc6cbc83&vjs=3,"Associate Director, Data Science-CenterWell- Work at home na...",Louisville,KY,40202,Unknown or No,,,,No Salary Info Available,"Experience in developing, maintaining, and collecting structured and unstructured  sets for analysis and reporting.",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Humana ," Louisville, KY","https://www.indeed.com/q-Humana-l-Louisville,-KY-jobs.html","https://www.indeed.com/l-Louisville,-KY-jobs.html","https://www.indeed.com/career/salaries/Director%20of%20Data%20Science/Louisville,%20KY?campaignid=serp-more&fromjk=86313561ff0cbd20&from=serp-more",3.7,https://www.indeed.com/cmp/Humana/faq,Remote
,,,,,Unknown or No,,,,No Salary Info Available,,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,,,,,,,,
https://www.indeed.com/rc/clk?jk=692e16ff68e1e73b&fccid=197e5d991405943c&vjs=3,Data Analyst,Atlanta,GA,30305,Unknown or No,,,,No Salary Info Available,Experience creating  pipelines to collect and integrate  from a variety of sources.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,Storj Labs ," Atlanta, GA","https://www.indeed.com/q-Storj-Labs-l-Atlanta,-GA-jobs.html","https://www.indeed.com/l-Atlanta,-GA-jobs.html",https://www.indeed.com/career/data-analyst/salaries/30305--GA?campaignid=serp-more&fromjk=692e16ff68e1e73b&from=serp-more,,https://www.indeed.com/cmp/Storj-Labs/faq,Remote
https://www.indeed.com/company/Jefferson-Lab/jobs/Data-Scientist-431686133b1d04e8?fccid=46686fcbfe0e753d&vjs=3,Data Scientist,Newport News,VA,23606,Unknown or No,"$58,300 ","$87,500 ",Yearly,Salary Info Available,The candidate will have a background in a relevant area of computer  and/or   and some experience with ML/AI.,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Jefferson Lab ," Newport News, VA","https://www.indeed.com/q-Jefferson-Lab-l-Newport-News,-VA-jobs.html","https://www.indeed.com/l-Newport-News,-VA-jobs.html",https://www.indeed.com/career/data-scientist/salaries/Newport-News--VA?campaignid=serp-more&fromjk=431686133b1d04e8&from=serp-more,4.2,https://www.indeed.com/cmp/Jefferson-Lab/faq,
https://www.indeed.com/rc/clk?jk=8246dc9672e88e60&fccid=883eef1b9e87363e&vjs=3,Data Analyst,Remote,,,Yes,,,,No Salary Info Available,"Strong proficiency in statistical analysis and   software (R, Python preferred).",Unknown or No,YES,Unknown or No,Unknown or No,Unknown or No,Unknown or No,YES,OutMatch , Remote,https://www.indeed.com/q-Outmatch-l-Remote-jobs.html,https://www.indeed.com/l-Remote-jobs.html,https://www.indeed.com/career/data-analyst/salaries?campaignid=serp-more&fromjk=8246dc9672e88e60&from=serp-more,4.0,,
https://www.indeed.com/rc/clk?jk=b41a1eaeda59d776&fccid=a06a9e27d7a0ff03&vjs=3,"Sr Manager, Data Science - Enterprise",California,,,Unknown or No,,,,No Salary Info Available,"As the Sr Manager of   for Instacart Enterprise, you will hire and build the   team that oversees all , analytics, experimentations…",Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Unknown or No,Instacart , California,https://www.indeed.com/q-Instacart-l-California-jobs.html,https://www.indeed.com/l-California-jobs.html,https://www.indeed.com/career/data-scientist/salaries/CA?campaignid=serp-more&fromjk=b41a1eaeda59d776&from=serp-more,3.0,https://www.indeed.com/cmp/Instacart/faq,Remote
